         nspname         |                   proname                    |                                                                                                                                                                                                                                                                      args                                                                                                                                                                                                                                                                       |                 result                  | vol 
 documentdb_api_internal | bson_dollar_project_find                     | document documentdb_core.bson, pathspec documentdb_core.bson, queryspec documentdb_core.bson, letvariablespec documentdb_core.bson, collationstring text                                                                                                                                                                                                                                                                                                                                                                                        | documentdb_core.bson                    | i
 documentdb_api_internal | bson_dollar_range                            | documentdb_core.bson, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | boolean                                 | i
 documentdb_api_internal | bson_dollar_redact                           | documentdb_core.bson, documentdb_core.bson, text, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | documentdb_core.bson                    | i
 documentdb_api_internal | bson_dollar_redact                           | document documentdb_core.bson, redactspec documentdb_core.bson, redactspectext text, variablespec documentdb_core.bson, collationstring text                                                                                                                                                                                                                                                                                                                                                                                                    | documentdb_core.bson                    | i
 documentdb_api_internal | bson_dollar_replace_root                     | document documentdb_core.bson, pathspec documentdb_core.bson, variablespec documentdb_core.bson, collationstring text                                                                                                                                                                                                                                                                                                                                                                                                                           | documentdb_core.bson                    | i
 documentdb_api_internal | bson_dollar_replace_root                     | document documentdb_core.bson, pathspec documentdb_core.bson, variablespec documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                 | documentdb_core.bson                    | i
 documentdb_api_internal | bson_dollar_text                             | documentdb_core.bson, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | boolean                                 | i
 documentdb_api_internal | bson_expression_get                          | document documentdb_core.bson, expressionspec documentdb_core.bson, isnullonempty boolean, variablespec documentdb_core.bson, collationstring text                                                                                                                                                                                                                                                                                                                                                                                              | documentdb_core.bson                    | i
 documentdb_api_internal | bson_expression_get                          | document documentdb_core.bson, expressionspec documentdb_core.bson, isnullonempty boolean, variablespec documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                    | documentdb_core.bson                    | i
 documentdb_api_internal | bson_expression_map                          | document documentdb_core.bson, sourcearrayname text, expressionspec documentdb_core.bson, isnullonempty boolean, variablespec documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                              | documentdb_core.bson                    | i
 documentdb_api_internal | bson_expression_partition_by_fields_get      | document documentdb_core.bson, expressionspec documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | documentdb_core.bson                    | i
 documentdb_api_internal | bson_expression_partition_get                | document documentdb_core.bson, expressionspec documentdb_core.bson, isnullonempty boolean, variablespec documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                    | documentdb_core.bson                    | i
 documentdb_api_internal | bson_expression_partition_get                | document documentdb_core.bson, expressionspec documentdb_core.bson, isnullonempty boolean DEFAULT false                                                                                                                                                                                                                                                                                                                                                                                                                                         | documentdb_core.bson                    | i
 documentdb_api_internal | bson_expression_partition_get                | document documentdb_core.bson, expressionspec documentdb_core.bson, isnullonempty boolean, variablespec documentdb_core.bson, collationstring text                                                                                                                                                                                                                                                                                                                                                                                              | documentdb_core.bson                    | i
 documentdb_api_internal | bson_extract_vector                          | document documentdb_core.bson, path text                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | vector                                  | i
 documentdb_api_internal | bson_geonear_within_range                    | documentdb_core.bson, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | boolean                                 | i
 documentdb_api_internal | bson_index_transform                         | bytea, bytea, smallint, internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | bytea                                   | i
 documentdb_api_internal | bson_merge_objects                           | documentdb_core.bson, bigint, documentdb_core.bson[], documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | documentdb_core.bson                    | i
 documentdb_api_internal | bson_merge_objects_on_sorted                 | documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | documentdb_core.bson                    | i
 documentdb_api_internal | bson_orderby                                 | document documentdb_core.bson, filter documentdb_core.bson, collationstring text                                                                                                                                                                                                                                                                                                                                                                                                                                                                | documentdb_core.bson                    | i
 documentdb_api_internal | bson_orderby_compare                         | documentdb_core.bson, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | integer                                 | i
 documentdb_api_internal | bson_orderby_compare_sort_support            | internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | void                                    | i
 documentdb_api_internal | bson_orderby_eq                              | documentdb_core.bson, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | boolean                                 | i
 documentdb_api_internal | bson_orderby_gt                              | documentdb_core.bson, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | boolean                                 | i
 documentdb_api_internal | bson_orderby_lt                              | documentdb_core.bson, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | boolean                                 | i
 documentdb_api_internal | bson_orderby_partition                       | documentdb_core.bson, documentdb_core.bson, boolean                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | documentdb_core.bson                    | i
 documentdb_api_internal | bson_orderby_partition                       | document documentdb_core.bson, filter documentdb_core.bson, istimerangewindow boolean, collationstring text                                                                                                                                                                                                                                                                                                                                                                                                                                     | documentdb_core.bson                    | i
 documentdb_api_internal | bson_orderby_reverse                         | documentdb_core.bson, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | documentdb_core.bson                    | i
 documentdb_api_internal | bson_query_match                             | document documentdb_core.bson, query documentdb_core.bson, variablespec documentdb_core.bson, collationstring text                                                                                                                                                                                                                                                                                                                                                                                                                              | boolean                                 | i
 documentdb_api_internal | bson_query_to_tsquery                        | query documentdb_core.bson, textsearch text DEFAULT NULL::text                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | tsquery                                 | i
 documentdb_api_internal | bson_rum_composite_ordering                  | bytea, documentdb_core.bson, smallint, internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | documentdb_core.bson                    | i
 documentdb_api_internal | bson_search_param                            | documentdb_core.bson, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | boolean                                 | i
 documentdb_api_internal | bson_text_meta_qual                          | documentdb_core.bson, tsquery, bytea, boolean                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | boolean                                 | i
 documentdb_api_internal | bson_text_tsquery                            | documentdb_core.bson, tsquery                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | boolean                                 | i
 documentdb_api_internal | bson_unique_exclusion_index_equal            | documentdb_api_catalog.shard_key_and_document, documentdb_api_catalog.shard_key_and_document                                                                                                                                                                                                                                                                                                                                                                                                                                                    | boolean                                 | i
 documentdb_api_internal | bson_unique_index_equal                      | documentdb_core.bson, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | boolean                                 | i
 documentdb_api_internal | bson_unique_shard_path_equal                 | documentdb_core.bson, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | boolean                                 | i
 documentdb_api_internal | bson_update_document                         | document documentdb_core.bson, updatespec documentdb_core.bson, queryspec documentdb_core.bson, arrayfilters documentdb_core.bson DEFAULT NULL::documentdb_core.bson, buildupdatedesc boolean DEFAULT false, variablespec documentdb_core.bson DEFAULT NULL::documentdb_core.bson, OUT newdocument documentdb_core.bson, OUT updatedesc documentdb_core.bson                                                                                                                                                                                    | record                                  | i
 documentdb_api_internal | bson_update_returned_value                   | shard_key_id bigint                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | integer                                 | i
 documentdb_api_internal | bson_value_dollar_all                        | internal, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | internal                                | i
 documentdb_api_internal | bson_value_dollar_bits_all_clear             | internal, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | internal                                | i
 documentdb_api_internal | bson_value_dollar_bits_all_set               | internal, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | internal                                | i
 documentdb_api_internal | bson_value_dollar_bits_any_clear             | internal, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | internal                                | i
 documentdb_api_internal | bson_value_dollar_bits_any_set               | internal, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | internal                                | i
 documentdb_api_internal | bson_value_dollar_elemmatch                  | internal, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | internal                                | i
 documentdb_api_internal | bson_value_dollar_eq                         | internal, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | internal                                | i
 documentdb_api_internal | bson_value_dollar_exists                     | internal, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | internal                                | i
 documentdb_api_internal | bson_value_dollar_gt                         | internal, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | internal                                | i
 documentdb_api_internal | bson_value_dollar_gte                        | internal, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | internal                                | i
 documentdb_api_internal | bson_value_dollar_in                         | internal, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | internal                                | i
 documentdb_api_internal | bson_value_dollar_lt                         | internal, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | internal                                | i
 documentdb_api_internal | bson_value_dollar_lte                        | internal, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | internal                                | i
 documentdb_api_internal | bson_value_dollar_mod                        | internal, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | internal                                | i
 documentdb_api_internal | bson_value_dollar_ne                         | internal, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | internal                                | i
 documentdb_api_internal | bson_value_dollar_nin                        | internal, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | internal                                | i
 documentdb_api_internal | bson_value_dollar_regex                      | internal, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | internal                                | i
 documentdb_api_internal | bson_value_dollar_size                       | internal, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | internal                                | i
 documentdb_api_internal | bson_value_dollar_type                       | internal, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | internal                                | i
 documentdb_api_internal | bsoncovariancepop                            | documentdb_core.bson, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | documentdb_core.bson                    | i
 documentdb_api_internal | bsoncovariancesamp                           | documentdb_core.bson, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | documentdb_core.bson                    | i
 documentdb_api_internal | bsonderivative                               | documentdb_core.bson, documentdb_core.bson, bigint                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | documentdb_core.bson                    | i
 documentdb_api_internal | bsonfirst                                    | documentdb_core.bson, documentdb_core.bson[], documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | documentdb_core.bson                    | i
 documentdb_api_internal | bsonfirstn                                   | documentdb_core.bson, bigint, documentdb_core.bson[], documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | documentdb_core.bson                    | i
 documentdb_api_internal | bsonfirstnonsorted                           | documentdb_core.bson, bigint, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | documentdb_core.bson                    | i
 documentdb_api_internal | bsonfirstonsorted                            | documentdb_core.bson, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | documentdb_core.bson                    | i
 documentdb_api_internal | bsonindexbounds_in                           | cstring                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | documentdb_api_internal.bsonindexbounds | i
 documentdb_api_internal | bsonindexbounds_out                          | documentdb_api_internal.bsonindexbounds                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | cstring                                 | i
 documentdb_api_internal | bsonindexbounds_recv                         | internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | documentdb_api_internal.bsonindexbounds | i
 documentdb_api_internal | bsonindexbounds_send                         | documentdb_api_internal.bsonindexbounds                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | bytea                                   | i
 documentdb_api_internal | bsonintegral                                 | documentdb_core.bson, documentdb_core.bson, bigint                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | documentdb_core.bson                    | i
